,coID,sales,inventory,strata_1,strata_2,strata_3
289,1801,13335.29614,155454.2357,1,1,1
290,6530,13404.44336,11255.35451,1,1,1
291,8325,13429.93012,5541.343977,1,1,1
292,5076,13460.26551,21757.88984,1,1,1
293,2218,13488.61541,208756.4859,1,1,1
294,6503,13504.64161,11452.40196,1,1,1
295,6767,13520.11052,8040.9782,1,1,1
296,6549,13528.49464,7491.378599,1,1,1
297,4565,13532.88813,40595.20272,1,1,1
298,705,13677.7654,323171.5334,1,1,1
299,4596,13678.72673,57780.07843,1,1,1
300,8446,13686.55776,5771.061606,1,1,1
301,4805,13718.95176,54536.3948,1,1,1
302,6534,13730.1178,6295.913215,1,1,1
303,6525,13820.15573,12417.92091,1,1,1
304,8575,13836.45751,12856.48476,1,1,1
305,8403,13884.20345,5840.349208,1,1,1
306,8394,13885.77577,10130.87536,1,1,1
307,6721,13933.30501,8457.347649,1,1,1
308,8486,13951.61288,12045.7476,1,1,1
309,6550,13965.60252,17864.90409,1,1,1
310,6804,13979.23632,15901.49087,1,1,1
311,7422,14033.85683,27795.43236,1,1,1
312,6552,14076.72215,14377.13502,1,1,1
313,5193,14100.94293,58841.21219,1,1,1
314,9338,14151.26679,8337.9968,1,1,1
315,4686,14180.07569,45406.47703,1,1,1
316,6675,14193.28944,13516.86984,1,1,1
317,6491,14239.51852,15750.04547,1,1,1
318,8477,14254.53301,10633.79484,1,1,1
319,8383,14273.89821,14401.37735,1,1,1
320,7497,14283.85502,27667.8216,1,1,1
321,4901,14319.74355,32398.34312,1,1,1
322,8422,14406.66325,21349.7084,1,1,1
323,6642,14443.01036,17122.80551,1,1,1
324,2413,14445.28566,151116.353,1,1,1
325,8357,14480.27442,11628.07436,1,1,1
326,6791,14511.10119,5272.385814,1,1,1
327,2053,14526.54586,10981.21784,1,1,1
328,6747,14537.10853,7004.88796,1,1,1
329,6702,14645.07312,11159.38859,1,1,1
330,5100,14672.95609,21404.35803,1,1,1
331,8442,14685.80327,13967.08176,1,1,1
332,8509,14713.04076,10609.99785,1,1,1
333,6703,14756.62727,3740.133972,1,1,1
334,8368,14784.18871,6721.504504,1,1,1
335,8433,14793.74907,17775.79045,1,1,1
336,6744,14824.591,10056.85331,1,1,1
337,5526,14858.74927,36866.83236,1,1,1
338,2642,14938.41132,102489.5528,1,1,1
339,5155,14982.09522,61704.93068,1,1,1
340,8434,14991.99992,10856.58594,1,1,1
341,6535,15020.13729,6788.922826,1,1,1
342,8510,15029.35668,8380.481661,1,1,1
343,4756,15057.37313,72735.36469,1,1,1
344,8581,15059.78192,7385.181711,1,1,1
345,6789,15114.63443,12632.58086,1,1,1
346,8652,15174.66678,7149.05459,1,1,1
347,6769,15205.73024,15803.43172,1,1,1
348,9218,15218.60645,18376.2627,1,1,1
349,6731,15243.36132,6989.835205,1,1,1
350,6805,15299.6527,15767.72165,1,1,1
351,4674,15321.93006,55303.42336,1,1,1
352,8318,15381.31442,16534.64767,1,1,1
353,4539,15406.00052,47621.65001,1,1,1
354,6528,15409.70867,13260.45122,1,1,1
355,6501,15438.80511,4559.136922,1,1,1
356,6558,15443.33788,9832.334324,1,1,1
357,8301,15464.01921,5874.601226,1,1,1
358,5152,15500.2056,24227.92625,1,1,1
359,7292,15516.82919,24766.28269,1,1,1
360,7482,15565.20221,27335.41974,1,1,1
361,5467,15574.98094,42388.4288,1,1,1
362,8501,15594.93262,9129.091768,1,1,1
363,5358,15595.92972,35488.10353,1,1,1
364,8654,15619.6448,9386.959686,1,1,1
365,8461,15664.26966,14564.46499,1,1,1
366,1302,15697.80683,42067.77534,1,1,1
367,6734,15706.54035,9861.52667,1,1,1
368,6825,15722.92781,9579.051445,1,1,1
369,6522,15787.16638,2742.419576,1,1,1
370,6606,15787.35304,10780.36242,1,1,1
371,8284,15794.47262,14187.87532,1,1,1
372,8547,15829.41455,10981.00435,1,1,1
373,6605,15839.00086,18401.15719,1,1,1
374,6657,15848.79879,3703.152002,1,1,1
375,4975,15883.68529,24715.54847,1,1,1
376,8482,15893.37341,12692.19879,1,1,1
377,6770,15945.13306,19944.05923,1,1,1
378,6624,15955.26628,9812.617038,1,1,1
379,8570,15956.87304,22767.45703,1,1,1
380,6680,15962.40717,9597.779783,1,1,1
381,9022,15978.64539,15750.85636,1,1,1
382,7233,15996.73939,27629.2415,1,1,1
383,9208,16035.6626,1264.718139,1,1,1
384,5524,16052.30154,35707.61401,1,1,1
385,5613,16076.00792,37005.94482,1,1,1
386,6555,16114.45768,6820.719928,1,1,1
387,6560,16141.07926,15245.40857,1,1,1
388,8590,16170.48575,14817.36397,1,1,1
389,2233,16171.52308,227343.4579,1,1,1
390,5727,16179.4679,30678.34202,1,1,1
391,6586,16258.24993,9125.828104,1,1,1
392,8580,16283.85763,14669.45168,1,1,1
393,8428,16288.38242,13695.13662,1,1,1
394,6644,16304.10532,11162.56269,1,1,1
395,5131,16315.15086,20641.99408,1,1,1
396,8290,16465.44012,9073.393538,1,1,1
397,8481,16488.37247,13475.7177,1,1,1
398,5260,16491.87231,27300.34102,1,1,1
399,5458,16524.13983,39839.29389,1,1,1
400,8620,16567.30953,14098.99707,1,1,1
401,4704,16588.50823,53321.50079,1,1,1
402,7223,16612.33011,26230.0973,1,1,1
403,6641,16623.08228,6279.364005,1,1,1
404,8653,16657.57373,22051.35924,1,1,1
405,3030,16718.71483,22924.53721,1,1,1
406,6565,16732.05308,7111.473633,1,1,1
407,6732,16735.71097,8300.427394,1,1,1
408,8378,16794.91204,8845.417925,1,1,1
409,8633,16835.00777,8394.112666,1,1,1
410,2359,16840.63117,178917.9248,1,1,1
411,6745,16846.88039,11651.8784,1,1,1
412,8552,16848.93616,10948.81854,1,1,1
413,6467,16881.81432,7326.811296,1,1,1
414,8480,16887.70774,9757.537053,1,1,1
415,4623,16924.58398,35626.79133,1,1,1
416,6568,16939.28898,13212.3143,1,1,1
417,6692,16940.82632,12835.91922,1,1,1
418,6562,16944.51841,15120.21102,1,1,1
419,7252,16948.99333,33120.24617,1,1,1
420,8601,17009.5681,12954.60216,1,1,1
421,7395,17009.7924,23592.54261,1,1,1
422,9246,17020.4894,17603.04123,1,1,1
423,9381,17030.30335,15121.043,1,1,1
424,4645,17066.2219,14833.5832,1,1,1
425,8624,17076.22611,9799.88759,1,1,1
426,8564,17089.22975,8627.730223,1,1,1
427,6471,17138.2389,13811.0377,1,1,1
428,8634,17155.46088,16127.81002,1,1,1
429,6546,17180.45988,11809.27895,1,1,1
430,8286,17184.57373,8225.672378,1,1,1
431,6509,17196.97001,7627.864452,1,1,1
432,8591,17212.12204,18290.41446,1,1,1
433,6571,17221.21301,13683.59102,1,1,1
434,5162,17273.3682,16437.33724,1,1,1
435,5237,17315.74318,13913.63515,1,1,1
436,8419,17323.64729,4564.697067,1,1,1
437,7451,17390.71317,20456.16463,1,1,1
438,4773,17395.33011,35165.48889,1,1,1
439,9270,17442.50146,321.8923222,1,1,1
440,5590,17450.0927,29851.07942,1,1,1
441,8605,17458.01799,14928.00768,1,1,1
442,6839,17459.08922,71.11070834,1,1,1
443,9325,17487.24179,1001.609884,1,1,1
444,6757,17531.8258,10372.30195,1,1,1
445,6826,17538.51924,8493.493658,1,1,1
446,9358,17644.83735,23747.59738,1,1,1
447,7249,17689.47859,26581.33851,1,1,1
448,5024,17742.67506,31607.45978,1,1,1
449,6647,17772.2095,7720.307878,1,1,1
450,4657,17827.12654,32456.38808,1,1,1
451,6537,17872.88442,6285.098775,1,1,1
452,6771,17888.49052,5316.276209,1,1,1
453,6652,17916.00587,21874.59994,1,1,1
454,7300,17984.48009,22133.14784,1,1,1
455,8302,18002.76486,18911.55975,1,1,1
456,8538,18003.28583,14737.54811,1,1,1
457,9125,18027.43289,31375.00392,1,1,1
458,6547,18057.39334,20511.25216,1,1,1
459,6485,18110.25437,15451.85881,1,1,1
460,6502,18120.80989,8454.516887,1,1,1
461,8614,18140.61346,15939.42181,1,1,1
462,5636,18144.03662,21370.45396,1,1,1
463,4684,18174.80586,49262.01462,1,1,1
464,6617,18180.06819,20388.65521,1,1,1
465,5586,18181.66899,63871.01204,1,1,1
466,8641,18226.24216,8714.0569,1,1,1
467,8611,18235.57606,14848.2476,1,1,1
468,6766,18257.01273,13606.8754,1,1,1
469,8285,18269.22362,17396.32534,1,1,1
470,9509,18289.67898,21221.02556,1,1,1
471,4816,18315.36271,57577.41846,1,1,1
472,5357,18317.7507,55299.88511,1,1,1
473,9405,18334.83886,21237.42953,1,1,1
474,6506,18339.36752,12770.98055,1,1,1
475,4860,18410.08791,8657.192879,1,1,1
476,6505,18433.86409,12620.85603,1,1,1
477,6526,18479.18056,8399.027223,1,1,1
478,6735,18521.61114,14049.83743,1,1,1
479,8304,18542.44248,13184.89465,1,1,1
480,9355,18553.83161,3389.035701,1,1,1
481,8473,18567.48679,18285.35709,1,1,1
482,9213,18575.15597,6221.629693,1,1,1
483,8303,18580.36578,15315.53983,1,1,1
484,6645,18592.87212,7153.853518,1,1,1
485,6687,18621.43213,5586.375503,1,1,1
486,7256,18667.52499,22484.01698,1,1,1
487,7331,18667.56806,28219.95959,1,1,1
488,5050,18676.0342,30157.99604,1,1,1
489,8529,18686.78223,15861.71387,1,1,1
490,6759,18715.25827,11179.02742,1,1,1
491,6668,18737.1344,11342.35365,1,1,1
492,9591,18740.73344,21373.02719,1,1,1
493,8425,18786.08873,22522.53182,1,1,1
494,8308,18799.04067,18640.2592,1,1,1
495,6625,18848.79915,10001.67407,1,1,1
496,5135,18855.54586,43006.98122,1,1,1
497,6822,18904.47201,13290.84356,1,1,1
498,7498,18914.44982,26475.01652,1,1,1
499,8437,18987.66939,12293.24894,1,1,1
500,4561,19001.02425,77289.1581,1,1,1
501,5182,19038.26784,36175.7405,1,1,1
502,8297,19061.45897,18619.94905,1,1,1
503,8407,19083.58926,7196.994158,1,1,1
504,7515,19119.25123,25455.82626,1,1,1
505,8528,19197.22726,13563.78136,1,1,1
506,6607,19229.90755,13081.06218,1,1,1
507,8557,19255.50279,11034.8328,1,1,1
508,8465,19255.72476,21503.74403,1,1,1
509,8649,19284.60155,12190.97364,1,1,1
510,6695,19302.4308,14468.98832,1,1,1
511,3057,19303.43622,21828.10047,1,1,1
512,6816,19319.55829,12124.03558,1,1,1
513,8546,19344.71246,9294.051097,1,1,1
514,5252,19371.53266,68946.33572,1,1,1
515,2073,19393.90755,56017.72163,1,1,1
516,5210,19451.52153,76365.2236,1,1,1
517,8555,19475.22272,16533.41116,1,1,1
518,6728,19524.63319,10580.3596,1,1,1
519,8398,19539.48051,16746.75869,1,1,1
520,5602,19545.58098,34434.1917,1,1,1
521,6807,19583.07975,13965.48927,1,1,1
522,8332,19594.29769,11948.19473,1,1,1
523,8385,19607.54887,16605.15495,1,1,1
524,8374,19609.37814,11951.10405,1,1,1
525,2500,19640.50427,124864.5214,1,1,1
526,4554,19646.49532,3.029166533,1,1,1
527,8397,19691.43252,18839.70912,1,1,1
528,6614,19704.15027,6049.450524,1,1,1
529,6604,19817.41259,14759.2562,1,1,1
530,6793,19857.88366,10326.3507,1,1,1
531,4995,19860.68865,38478.65133,1,1,1
532,4598,19861.35733,9578.983532,1,1,1
533,9484,19906.57967,19146.42349,1,1,1
534,8643,20050.47277,14216.32472,1,1,1
535,8639,20069.28809,10471.40767,1,1,1
536,6523,20080.04178,6934.556635,1,1,1
537,8293,20116.74332,18074.65267,1,1,1
538,8324,20121.80813,15265.5949,1,1,1
539,5994,20128.14292,19652.96286,1,1,1
540,6517,20133.61685,9691.747811,1,1,1
541,5041,20154.32236,26046.14495,1,1,1
542,4864,20167.26728,71173.7014,1,1,1
543,7382,20171.14421,27634.35737,1,1,1
544,2105,20199.48415,180812.634,1,1,1
545,9696,20202.46111,23071.4903,1,1,1
546,6515,20218.49944,19793.22796,1,1,1
547,6587,20250.19526,7649.571711,1,1,1
548,5323,20289.65494,43261.09296,1,1,1
549,6727,20310.66345,18464.00753,1,1,1
550,9551,20349.41736,20156.06183,1,1,1
551,5515,20358.84697,23676.32247,1,1,1
552,6755,20415.75284,15062.78807,1,1,1
553,8377,20441.71375,21886.27778,1,1,1
554,5062,20454.33912,14681.67609,1,1,1
555,695,20468.33164,506251.2147,1,1,1
556,8544,20468.57635,17946.94303,1,1,1
557,3690,20535.46399,73524.96137,1,1,1
558,8312,20541.46901,7125.521706,1,1,1
559,6779,20555.31657,14008.79815,1,1,1
560,5548,20558.23371,22413.70459,1,1,1
561,8373,20611.15659,9496.295606,1,1,1
562,6596,20629.07088,13474.24974,1,1,1
563,9521,20639.11489,23553.6522,1,1,1
564,9174,20645.21494,7457.751415,1,1,1
565,9755,20671.46809,21610.69988,1,1,1
566,5934,20697.7255,21972.20907,1,1,1
567,7421,20698.96859,32780.48747,1,1,1
568,6720,20724.44564,9035.920811,1,1,1
569,5560,20746.9353,49255.63572,1,1,1
570,5825,20752.02292,20944.79389,1,1,1
571,1485,20765.8742,437436.1305,1,1,1
572,5622,20767.33281,12233.92793,1,1,1
573,7415,20770.43625,25650.56697,1,1,1
574,6756,20784.07703,14923.41198,1,1,1
575,6648,20821.78127,18694.80914,1,1,1
576,7344,20841.19162,22440.20824,1,1,1
577,4899,20846.89797,54215.18353,1,1,1
578,6685,20931.64675,18354.26236,1,1,1
579,6674,20940.69022,16930.44611,1,1,1
580,8395,20947.4529,21902.63695,1,1,1
581,8540,20957.54716,22499.48792,1,1,1
582,6014,20986.96021,23595.92055,1,1,1
583,8330,21005.44925,14891.42186,1,1,1
584,8412,21006.4853,15650.82106,1,1,1
585,6499,21022.01048,10798.21135,1,1,1
586,4665,21026.65953,12098.42362,1,1,1
587,1649,21057.60415,444883.4741,1,1,1
588,5392,21099.8102,26575.52243,1,1,1
589,2201,21102.02624,6805.146754,1,1,1
590,6810,21105.78636,15143.28796,1,1,1
591,5097,21111.27391,67194.59519,1,1,1
592,6790,21133.56906,11063.36426,1,1,1
593,5198,21140.60865,26015.03254,1,1,1
594,5784,21146.46121,19066.1464,1,1,1
595,9649,21147.81537,22167.95995,1,1,1
596,6817,21178.87399,17983.54811,1,1,1
597,5699,21181.86377,43492.81992,1,1,1
598,8360,21185.99963,9013.557842,1,1,1
599,6787,21197.96801,9764.561148,1,1,1
600,1633,21225.74589,275350.6869,1,1,1
601,7293,21279.72248,24465.57997,1,1,1
602,5070,21292.09862,50252.31068,1,1,1
603,9476,21299.60878,20712.35783,1,1,1
604,3282,21301.16792,114521.9488,1,1,1
605,8618,21338.09123,15515.94921,1,1,1
606,6762,21385.28809,19927.54063,1,1,1
